winner,moves
white,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4 Nb5 O-O a3 Bxc3+ Nxc3 d5 Bg5 h6 Bxf6 Qxf6 exd5 Rd8 Be2 exd5 O-O Be6 Bf3 Nc6 Rb1 Ne5 Be2 a6 f4 Nc4 Qd3 Rac8 f5 Nxb2 fxe6 Nxd3 Rxf6 gxf6 exf7+ Kg7 Bxd3 Rxc3 Rxb7 Rxa3 Ra7 Rd6 Bg6 f5 Ra8 Ra1+ Kf2 Kxg6 f8=Q Rf6 Qg8+ Kh5 Qh8 Rg6 Qxa1
white,e4 e5 Nf3 Nc6 b3 Bc5 Bc4 d6 d3 Bg4 h3 Bh5 Nbd2 Bd4 Rb1 Bc3 g4 Bg6 O-O h5 g5 f6 h4 fxg5 Nxg5 Qf6 Ndf3 O-O-O Be3 Re8 Bd5 Nd4 Bxd4 exd4 Bxg8 Rhxg8 Kg2 Qf4 Rh1 Rgf8 Qg1 Bf7 Qh2 Be6 Qxf4 Rxf4 Nxe6 Rxe6 Ng5 Ref6 f3 Rg6 Rbf1 Kd7 Kf2 Bd2 Ke2 Be3 Rh2 Rff6 Rg2 Rf4 Rh2 Rf8 Rg2 Bxg5 hxg5 Rh8 f4 Re6 f5 Re5 f6 gxf6 Rxf6 d5 Rf5 Rhe8 Rxe5 Rxe5 Kf3 dxe4+ dxe4 Ke6 Kf4 Ra5 a4 Kf7 Rd2 Kg6 Rxd4 Rxg5 Rd7 Rc5 c4 a5 Rd8 b6 Rh8 Kg7 Re8 Kf6 e5+ Kf7 Rh8 Kg6 e6 Kf6 Rh6+ Ke7 Ke4 Rc6 Kd5 Rc5+ Kd4 Rc6 Rxh5 Rxe6 c5 Kd7 Kd5 bxc5 Rh7+ Re7 Rxe7+ Kxe7 Kc6 Kd8 Kxc5 Kc8 Kb5 Kb7 Kxa5 Ka7 Kb5 Kb7 a5 Ka7 Kc6 Ka6 b4
black,d4 c5 d5 Nf6 c4 e5 dxe6 fxe6 Nf3 d5 e3 Be7 Be2 O-O O-O Nc6 a3 Re8 Qc2 d4 exd4 cxd4 Bd3 e5 Re1 Bd6 Bg5 h6 Bxf6 Qxf6 Nbd2 Bg4 Ne4 Qe7 Nxd6 Qxd6 Qb3 Kh8 Be4 Re7 Bd5 Rf8 Rad1 Na5 Qc2 b5 b4 bxc4 bxa5 Qxd5 Rxd4 exd4 Rxe7 Bxf3 Qg6 Qg5 Qxg5 hxg5 gxf3 Rxf3 Re4 Rd3 Re2 c3 Kf1 Rd1+ Re1 Rxe1+ Kxe1 d3 Kd1 Kh7 h3 Kh6 f3 Kh5 a6 Kh4 a4 Kxh3 a5 Kg3 Ke1 Kxf3 Kd1 g4 Ke1 g3 Kd1 g2 Kc1 g1=Q#
black,e4 e5 Nc3 Bc5 Nf3 Nc6 Bb5 Nf6 O-O O-O d3 d5 exd5 Nxd5 Ne4 Bd6 Nxd6 cxd6 Re1 Bg4 h3 Bh5 Qe2 Nd4 Qe4 Nf6 Qxb7 Rb8 Qxa7 Rxb5 Nxd4 exd4 Qxd4 Re8 Rxe8+ Qxe8 Qe3 Re5 Qf4 Nd5 Qh4 Re1+ Kh2 Qe5+ Qg3 Qxg3+ Kxg3 Nb4 a4 Nxc2 Rb1 Be2 b4 Bxd3 b5 Nd4 Ra1 Nb3 Ra3 Nxc1 b6 Ba6 Rc3 Ne2+
black,e4 d5 e5 c5 Nf3 Nc6 Nc3 Bg4 h3 Bxf3 Qxf3 e6 Bb5 Ne7 d3 a6 Bxc6+ Nxc6 Bf4 Qc7 O-O Be7 Ne2 O-O c3 Nxe5 Bxe5 Qxe5 d4 cxd4 Nxd4 Bd6 g3 Bc7 Rfe1 Qg5 h4 Qg6 a4 h5 b4 Rac8 Qe2 Bxg3 fxg3 Qxg3+ Kh1 Qxh4+ Kg2 Rxc3 Nf3 Qg4+ Kf2 Rfc8 Rg1 Qf4 Ra2 Qxb4 Rxg7+ Kxg7 Qe5+ Kf8 Ng5 Qh4+ Ke2 Qc4+ Kf2 Qxa2+
white,e4 c5 Nf3 e6 c3 Nc6 d4 d5 e5 Bd7 Be2 Qb6 a3 a5 O-O Rc8 Ra2 Nge7 dxc5 Qc7 b4 Nxe5 Nxe5 Qxe5 Bf3 Nf5 Re2 Qc7 Bb2 Be7 Bg4 Bb5 Bxf5 Bxe2 Qxe2 exf5 Nd2 O-O Qf3 g6 Nb3 Rcd8 Nxa5 Bxc5 Nb3 Be7 Rd1 Bf6 g3 Rfe8 Rxd5 Rxd5 Qxd5 Bxc3 Bxc3 Qxc3 Nc5 b6 Nd7 Re6 Qa8+ Kg7 Qf8#
black,d4 d5 Nf3 Nc6 g3 Nf6 Bg2 e6 c4 Bd6 c5 Be7 O-O O-O a3 Ne4 b4 f5 b5 Nb8 Bf4 c6 a4 Nd7 Nfd2 Nxd2 Nxd2 Bf6 Nb3 Be7 Qd3 Nf6 f3 Bd7 e4 fxe4 fxe4 dxe4 Bxe4 Nxe4 Qxe4 Bf6 Bd6 Re8 Rxf6 Qxf6 Rf1 Qg6 Qe5 cxb5 axb5 Bxb5 Nd2 Bxf1 Nxf1 Rac8 Nd2 b6 Nf3 bxc5 dxc5 Qf5 Qc3 Qd5 Ne5 Qxd6 cxd6 Rxc3 d7 Rd8
black,e4 c6 d4 d5 exd5 cxd5 c4 e6 Nc3 Nf6 Nf3 Be7 Bf4 O-O Rc1 Nc6 Bd3 h6 O-O a6 Bb1 dxc4 Re1 b5 d5 exd5 Nd4 Nxd4 Qxd4 Be6 Re3 Bd6 Bxd6 Qxd6 Rg3 Kh8 Ne4 Qf4 Rd1 dxe4 Bxe4 Qxe4
black,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 O-O a3 Be7 Bg5 b6 Nf3 Bb7 e3 h6 Bxf6 Bxf6 Be2 d5 cxd5 exd5 O-O Ba6 Bxa6 Nxa6 Qa4 Nb8 Rac1 c6 b4 b5 Qc2 Nd7 a4 a6 a5 Qe7 Nd2 Qxb4 Nb3 c5 Nxd5 Qc4 Nxf6+ Nxf6 Qxc4 bxc4 Rxc4 cxd4 Nxd4 Rab8 Rfc1 Rb2 Rc8 Rxc8 Rxc8+ Kh7 f3 Nd5 Rc2 Rb1+ Kf2 Ra1 e4 Nb4 Rc4 Nd3+ Ke3 Ne5 Rc5 f6 h3 Ra3+ Kd2 Rd3+ Ke2 Rxd4 Rd5 Rxd5 exd5 Kg8 Ke3 Nc4+ Kd4 Nxa5 d6 Nb7 d7 Kf7
black,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Be7 O-O d6 h3 O-O d3 Na5 Bb3 c6 Bg5 h6 Bh4 Qc7 Ne2 Nh5 Bxe7 Qxe7 c3 Kh8 Bc2 c5 d4 Bd7 dxe5 dxe5 a3 Rad8 Re1 Bxh3 Qc1 Bg4 Nh2 Bxe2 Rxe2 Nf4 Rd2 Qg5 f3 Rxd2 Qf1 Rxc2 Rd1 Nh3+ Kh1 Nf2+ Kg1 Nxd1 f4 exf4 Nf3 Qg3 Ne1 Ne3 Qf3 Qxe1+ Kh2 Qh4+
black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 f3 e5 Nb3 Be6 Bg5 Nbd7 Nd2 Be7 Bc4 Qb6 Bxe6 fxe6 Nc4 Qb4 Qe2 b5 Bxf6 gxf6 Ne3 Qxb2 Kd2 Rc8 Qd3 Nc5 Rab1 Nxd3 Rxb2 Nxb2 Rb1 Nc4+ Nxc4 Rxc4 Ne2 d5 Ng3 Bb4+ Kd1 Ke7 exd5 exd5 Nf5+ Ke6 Ne3 Rd4+ Ke2 Rd2+ Kf1 Bc5 Ng4 Rxc2
black,d4 d5 c4 e6 Nc3 c6 e4 dxe4 Nxe4 f5 Nc3 Nf6 Nf3 Bd6 Bd3 O-O O-O b6 Re1 Na6 Be3 Nc7 Qc2 Bb7 Rad1 Qe8 b4 c5 bxc5 Bxf3 gxf3 bxc5 d5 Qh5 dxe6 Bxh2+ Kf1 Qxf3 Bxf5 Nh5 Bxh7+ Kh8 Ne4 Nxe6 Bg6 Nhf4 Bxf4 Nxf4 Re3 Qh1#
black,d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 Qc2 Be7 e4 dxe4 Nxe4 Nbd7 Bd3 Nxe4 Bxe4 Nf6 O-O Nxe4 Qxe4 O-O Bf4 Bd7 Rad1 Qb6 Ne5 Rad8 b3 Bc8 Rd3 f6 Rh3 f5 Qe2 Qxd4 Qh5 h6 Ng6 Rf7 Be5 Qg4 Nxe7+ Rxe7 Qxg4 fxg4 Rg3 h5 h3 Rd2 hxg4 hxg4 Rxg4 Re2 Bd4 e5
white,e4 c5 Nf3 d6 Bb5+ Nd7 O-O a6 Bxd7+ Bxd7 c3 Nf6 Re1 e6 d4 Be7 Bg5 O-O dxc5 dxc5 e5 Nd5 Bxe7 Qxe7 c4 Nb4 a3 Nc6 Nc3 Rab8 Ne4 b5 cxb5 axb5 Qd6 b4 Qxe7 Nxe7
black,e4 c5 Bc4 e6 Nc3 Ne7 d3 d5 exd5 Nxd5 Nge2 Nc6 a3 a6 O-O b5 Ba2 Bd6 h3 Bc7 Nxd5 exd5 Bf4 d4 Re1 O-O Bxc7 Qxc7 Ng3 Bd7 Qh5 Rae8 Qxc5 Rxe1+ Rxe1 Qa5 c3 dxc3 Qxc3 Qxc3 bxc3 a5 Ne4 b4 cxb4 axb4 axb4 Nxb4 Bc4 Be6 Rb1 Bxc4 dxc4 Nd3 Rb3 Ne5 c5 f6 f4 Nc6 Rb6 Rc8 Nd6 Rc7 Rb7 Rxb7 Nxb7 Kf7 Nd6+ Ke6 f5+ Ke5 g4 g6 Nf7+ Kd5 fxg6 hxg6 Kf2 Kxc5 Kf3 Kd5 Kf4 Ne5 Nxe5 fxe5+ Ke3 g5 Kd3 e4+ Ke3 Ke5 h4 gxh4 g5
white,d4 d5 c4 e6 Nc3 c6 e4 dxe4 Nxe4 Nf6 Nxf6+ Qxf6 Nf3 h6 Bd3 Bb4+ Bd2 Bxd2+ Qxd2 Nd7 O-O O-O Rfe1 b6 Be4 Bb7 b4 Rab8 Rad1 Rfd8 Qe3 Qe7 a3 c5 d5 exd5 Bh7+
black,d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 cxd5 exd5 Qc2 Qd6 e4 dxe4 Nxe4 Nxe4 Qxe4+ Qe6 Bd3 Bb4+ Bd2 Bxd2+ Kxd2 Qxe4 Bxe4 O-O Rad1 Bg4 h3 f5 Ne5 Bxd1
black,d4 d5 c4 c5 cxd5 Qxd5 Nf3 cxd4 Nc3 Qd8 Nxd4 Nc6 Be3 Nf6 Nxc6 Qxd1+ Rxd1 bxc6 g3 e6 Bg2 Nd5 O-O Be7 Bc1 Ba6 Rfe1 O-O e4 Nxc3 bxc3 Bc5 e5 Rac8 Be3 Bb6 Bxb6 axb6 Rd6 Bb5 Ra1 f6 a4 Bc4 Rxc6 Rxc6 Bxc6 fxe5 a5 bxa5 Rxa5 Rc8 Ra8 Rxa8 Bxa8 Kf7 f3 Ke7 Be4 h6 Kf2 Kd6 Ke3 Kc5 Bd3 Bd5 f4 exf4+ Kxf4 g5+ Ke5 h5 Kf6 g4 Kg5 Bf3 Kxh5 e5 Kg5 e4 Bf1 e3 Kf4 e2 Bxe2 Bxe2 Ke3 Bd1 Kf2 Kc4 Kg2 Bf3+ Kf2 Bd5 Ke3 Kxc3 Kf4 Be6
white,e4 c5 Nc3 e6 f4 d5 Bb5+ Bd7 exd5 exd5 Qe2+ Be7 Nxd5 Bxb5 Qxb5+ Qd7
white,d4 c6 c4 d5 Nf3 Nf6 Nc3 a6 Qc2 b5 cxd5 cxd5 e4 dxe4 Nxe4 Nxe4 Qxe4 Ra7 Bd3 Bb7 Qf4 e6 O-O Bd6 Qg4 O-O Bxh7+ Kh8 Qh5
white,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 f3 e5 Nb3 Be6 Be3 Nbd7 Qd2 Be7 O-O-O b5 g4 b4 Ne2 d5 g5 d4 Bxd4 exd4 gxf6 Nxf6 Nexd4 a5 Nxe6 fxe6 Bb5+ Kf7 Qxd8 Rhxd8 Rxd8 Bxd8 Rd1 Bb6 a4 bxa3 bxa3 Rd8 Rxd8 Bxd8 Kd2 e5 Kd3 Nh5 Kc4 Ke6 Be8 Nf4 Kb5 Be7 a4 Bb4 Nxa5 Be1 Nc4 Bf2 a5 Bg1 a6
draw,d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 cxd5 exd5 Bg5 Nbd7 e3 Bb4 Bd3 Qa5 Qc2 O-O O-O h6 Bh4 Bxc3 bxc3 b5 a4 b4 cxb4 Qxb4 Rfb1 Qd6 Bg3 Qe6 Ne5 Nxe5 Bxe5 Bd7 Rb7 Ng4 Bg3 f5 h3 Nf6 Rab1 Ne4 Bxe4 fxe4 Rc7 Rfc8 Rbb7 Rxc7 Rxc7 a5 Qb3 Rc8 Qb7 Rxc7 Qxc7 c5 Qxa5 cxd4 exd4 Qc6 Qd8+ Kh7 a5 Bc8 Be5 Qb7 Qf8 Qd7 Kh2 Ba6 Kg3 Qb7 Kf4 g5+ Kg4 Qc8+ Qxc8 Bxc8+ Kh5 Ba6 h4 gxh4 Kxh4 Kg6 g4 Be2 Bf4 Ba6 Kg3 h5 g5 Be2 Kh4 Ba6 Bc7 Be2 Bd8 Ba6 Kg3 Be2 Kg2 Ba6 Kg3 Be2 Kf4 Ba6 Ke5 Bc4 a6 Bxa6 Kxd5 Bb7+ Ke5 h4 Kf4 h3 Kg3 Bc8 d5 Bd7 d6 Bc8 Bf6 Bd7 f4 exf3 Kxf3 Bc8 Kg3 Bd7 Kh2 Bc8 Kg3 Bd7 Kh2 Bc8 Kg3 Bd7
white,d4 Nf6 Nf3 g6 Nc3 Bg7 e4 O-O e5 Ne8 h4 d6 h5 c6
white,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 Nbd7 e4 dxe4 Nxe4 Bb4+ Nd2 c6 a3 Be7 Ngf3 O-O Bc4 Nb6 Ba2 Re8 O-O Nbd5 Re1 Be6
black,d4 d5 c4 e5 dxe5 d4 Nf3 Nc6 a3 a5 e3 Bc5 exd4 Nxd4 Bg5
black,e4 d6 d4 Nf6 Bd3 c6 Nf3 Nbd7 O-O e5 d5 Nc5 Bg5 Be7 dxc6 bxc6 Nc3 h6 Bxf6 Bxf6 b4 Nxd3 Qxd3 O-O Rfd1 d5 b5 d4 Ne2 c5 c3 a6 a4 Qa5 c4 axb5 cxb5 Be6 Nd2 Rfc8 Nc4 Qb4 Rdc1 Rxa4 Rxa4 Qxa4 Nb6 c4 Qb1 Qb3 Qxb3 cxb3 Nxc8 b2 Rb1 d3 Nc3 Bxc8 Rxb2 Bg5 b6 Bb7 Nd1 Bc1 Rb3 d2 f3 Kf8 Kf2 Ke7 Rc3 Kd6 Rc7 Ba6 Rxf7 Kc6 Rxg7 Kxb6 Rg6+ Kb7 Rxh6 Bd3 Rd6 Bc4 h4 Kc7 Rf6 Ba3 Ke3 Bb4 h5 Bb3 Ke2 Bc4+ Ke3 Bb3 Ke2 Bc4+ Kf2 Bb3 Ne3 Bc5 Ke2 Bxe3 h6 Bxh6 Rxh6 d1=Q+ Kf2 Qd2+
black,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Nc6 Bc4 Bg7 c3 Nf6 O-O O-O Nxc6 bxc6 e5 Ne8 Bg5 Bxe5 Re1 Bf6 Bh6 Ng7 Nd2 d5 Bb3 Re8 Qf3 Nf5 Qf4 e5 Qa4 Nxh6 Qxc6 Be6 Rad1 Rc8 Qa6 Qb6 Qd3 Red8 Kh1 Ng4 Rf1 Nxf2+ Rxf2 Qxf2 Rf1 Qh4 Nf3 Qh6 Qe2 Bg4 Qf2 e4 Nd4 Rd6 Bxd5 Rxd5 Qxf6 Rd7 Nc6 Re8 Ne5 Re6 Nxd7 Rxf6 Nxf6+ Kg7 Nxg4 Qd2 Ne5 f5 g4 f4 g5 f3 Nxf3 exf3 Rxf3 Qxg5 Rf2 Qd5+ Kg1 Qxa2 Re2 Kh6 Kf2 Qf7+ Ke3 g5 Rf2 Qe6+ Kd3 Kh5 c4 h6 b3 Kh4 Re2 Qd6+ Kc3 h5 b4 a6 c5 Qc6 Rd2 g4 Rd6 Qf3+ Kc4 Qe2+ Kd5 Qxh2 c6 g3 c7 Qh1+ Ke5 Qb7 Rd4+ Kh3 Kd6 Qb6+ Ke7 Qxc7+ Rd7 Qxd7+ Kxd7 g2 Kc7 g1=Q Kb7 Qg6 Ka7 h4 b5 axb5 Kb7 b4 Kc7 b3 Kd7 b2 Kd8 Qf7 Kc8 Qe7 Kb8 b1=Q+
draw,e4 e6 d4 d5 exd5 Qxd5 Nf3 Nf6 c4 Bb4+ Nc3 Qa5 Bd2 Qf5 Qa4+ Nc6 Ne5 Bxc3 bxc3 Ne4 f3 Nxd2 Kxd2 Bd7 Nxd7 Kxd7 Qb5 Qf4+ Kc2 Rhd8 Bd3 Ke7 Qxb7
white,e4 Nc6 d4 e5 d5 Nce7 Nf3 Ng6 c4 Bc5 Bd3 d6 O-O Nf6 Nc3 a6 Be3 Bd7 Bxc5 dxc5 a3 Qe7 Rb1 Nh5 g3 O-O Qd2 Bg4 Kg2 Qf6 Ng1 Rad8 b4 cxb4 Rxb4 b6 h3 Bc8 Be2 Nhf4+ gxf4 Nxf4+ Kh2 Qh4 Qe3 Rd6 Qg3 Qe7 Rd1 Rg6 Qe3 Qh4 Bf1 Rd8 Nce2 Rdd6 c5 bxc5 Rb8 Rd8 Qxc5 h6 Ng3 Nh5 Rd3 Nxg3 fxg3 Qxe4 Qxc7 Rf8 Rxc8 Rxc8 Qxc8+ Kh7 Rf3 Qxd5 Qf5 Qd2+ Rf2 Qg5 Qxg5 Rxg5 Bxa6 f5 Nf3
black,e4 e6 d4 d5 exd5 exd5 Nf3 Bd6 c4 Nf6 cxd5 Nxd5 Bb5+ c6 Bc4 Qe7+ Qe2 Qxe2+ Bxe2 O-O O-O Re8 Bc4 Be6 Bd2 Nd7 Nc3 N7b6 b3 Nxc3 Bxe6 Ne2+ Kh1 Rxe6 Ng5 Re7 Rfe1 Nxd4 Bc3 Nb5 Bb2 Rae8 Red1 Nd5 Rac1 Bf4 Bxg7 Kxg7
black,e4 c6 d4 d5 exd5 cxd5 Nf3 Nc6 Bd3 Nf6 O-O Bg4 h3 Bxf3 Qxf3 Nxd4 Qe3 Nc6 c4 d4 Qg5 e6 Qb5 Qd7 Bg5 Nb4 Qxd7+ Kxd7 Bxf6 gxf6 Rd1 Nxd3 Rxd3 e5 f4 Bc5 fxe5 fxe5 Nc3 Ke6 Ne4 b6 Rf1 f5 Nxc5+ bxc5 g4 fxg4 hxg4 Rhg8 Rg3 h5 g5 Rg6 Rf2 Rag8 Rfg2 e4 Kf2 Kf5 Ra3 R8g7 Ra5 Rc7 b4 h4 bxc5 h3 Rh2 Rh7 c6+ Kf4 c7 Rxc7 Rxh3 Rxg5 Rh4+ Rg4 Rhh5 e3+ Ke2 Rg2+ Kf1 Rf2+ Ke1 Ke4 Rh4+ Kd3 Ra3+ Kxc4 Ra4+ Kb5 Raxd4 Rc1+ Rd1 Rxd1+ Kxd1 Rxa2 Re4 Ra3 Ke2 a5 Kf3 a4 Ke2 Rb3 Kd1 Rc3 Re5+ Kc4 Re4+ Kd3 Rxa4 e2+ Ke1 Rc1+ Kf2 e1=Q+
black,e4 e6 d4 d5 exd5 exd5 Nf3 Bd6 Bd3 Ne7 O-O Nbc6 h3 O-O c4 dxc4 Bxc4 Bf5 a3 Ng6 Nc3 Qd7 Nb5 Rad8 Nxd6 Qxd6 Be3 Nce7 Qb3 Be4 Be2 Bd5 Qc3 Rfe8 Rac1 c6 b4 Nf5 Rfe1 Nfh4 Bg5 Nxf3+ Bxf3 f6 Rxe8+ Rxe8 Bxd5+ Qxd5 Be3 Nh4 f3 Nf5 Bf2 Kf7 Qc4 Rd8 g4 Ne7 Qc5 Qxf3 Qxa7 Qxh3 Qxb7 Qxg4+ Kf1 Rd7 Qb6 Qh3+ Kg1 Rd5 Qc7 Rg5+ Bg3 Rxg3+ Kf2 Qh2+
white,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bb4+ c3 dxc3 bxc3 Qe7 O-O Bc5 Bg5 Qd6 Qe2 Nge7 Rd1 Qg6 Bd3 O-O e5 Qe6 Nbd2 h6 Bh4 Ng6 Bg3 d6 Ne4 Bb6 exd6 cxd6 Nxd6 Qxe2 Bxe2 Rd8 Bc4 Be6 Bxe6 fxe6 Nxb7 Rxd1+ Rxd1 Nge7 Kf1 Nf5 Re1 Nxg3+ hxg3 Rb8 Nd6 Nd8 Nc4 Bc5 Nd4 Bxd4 cxd4 Rc8 Nd6 Rc2 Re2 Rc1+ Re1 Rc2 Ra1 Rd2 Nb5 Nc6 Ke1 Rb2 a4 a6 d5 exd5 Nc7 Nb4 Rd1 Nc2+ Kf1 d4 Nxa6 Rb6 Nc5 Rc6 Nb3 Rc3 Na5 d3 Nb7 Nb4 a5 Rc2 a6 Ra2 Nc5 Nxa6 Nxa6 Rxa6 Rxd3 Re6 Re3 Kf8 Ke2 Kf7 f4 Rxe3+ Kxe3 Kf6 Ke4 g6 g4 g5 f5 Kf7 Ke5 Ke7 f6+ Kf7 Kf5 Ke8 Kg6 Kf8 Kxh6 Kf7 Kxg5
black,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nge7 c3 O-O d4 exd4 cxd4 Bb6 Bg5 d5 e5 Bg4 h3 Bxf3 Qxf3 Nxd4 Qd3 c6 Ba4 Qc7 Nc3 Ng6 Rfe1 Nxe5 Qg3 f6 Rac1 Nef3+ gxf3 Qxg3+ fxg3 Nxf3+ Kg2 Nxe1+ Rxe1 fxg5
black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be2 e6 O-O Be7 Kh1 O-O f3 b5 a3 Bb7 Be3 Nbd7 Nb3 Qc7 Qd2 Rac8 Rac1 Rfd8 Rfd1 Ne5 Qe1 Ba8 Qf2 Rb8 Na2 Nc4 Nb4 Nxe3 Qxe3 Bb7 c4 bxc4 Rxc4 Qd7 Nc5 Qe8 Ncxa6 Bxa6 Nxa6 Rxb2 Nc7 Qf8 Rdc1 d5 exd5 exd5 Ra4 Bd6 Bf1 Bxc7 Rxc7 Re8 Qc1 Reb8 Ra8 Rxa8 Qxb2 h6 Qb4 Rxa3 Rc8 Qxc8 Qxa3 g6 Qd6 Kg7 h3 Qc1 Kg1 Qe3+ Kh1 Qe1 Kg1 h5 Qf4 h4 Qd4 Qg3 Bb5 Qg5 Bd7 Kh7 Bb5 Nh5 Kf2 Nf4 Bf1 Qg3+ Kg1 Nxh3+ Kh1 Qf2 Qxf2 Nxf2+ Kg1 Nd1 Bd3 Kg7 Kf1 Kf6 Ke2 Nb2 Bb5 Ke5 Be8 Ke6 Ke3 g5 Kd4 Nc4 Bc6 Nb6 Kc5 Nc8 Bxd5+ Kf6 Kd4 Ne7 Ba2 Nf5+ Ke4 Ng3+ Ke3 Kg6 Kf2 f5 Bb1 Kf6 Ke3 Ke5 Bd3 Nh5 Bc2 Nf4 Kf2 Nd5 g3 h3 g4 fxg4 fxg4 h2 Kg2 Ne3+ Kxh2 Nxc2 Kg3 Nd4 Kh3 Kf4 Kg2 Kxg4 Kf2 Kh3 Kg1 Kg3 Kh1 Kf2 Kh2 g4 Kh1 Ne2 Kh2 g3+
black,e4 d5 exd5 Nf6 c4 c6 dxc6 Nxc6 Nf3 e5 d3 Bg4 Be2 Qc7 O-O Bc5 h3 Bh5 Nc3 O-O-O Bd2 a6 Ng5 Bg6 Nge4 Nxe4 Nxe4 Bxe4 dxe4 Bb4 Bg4+ Kb8 Bxb4 Rxd1 Rfxd1 Nxb4 Rd7 Qxc4 Rad1 Nxa2 Re7 h5 Bf3 g6 Rdd7 Qc1+ Kh2 Qxb2 Rxf7 g5 Bd1 Nc3 Bc2 g4 Bd3 a5 Bc4 a4 Rc7 a3 h4 a2 Bxa2 Nxa2
black,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 c3 O-O b4 Bd6 O-O a5 b5 Ne7 a4 c6 Be3 Bc7 Bg5 Ng6 d4 exd4 cxd4 d5 exd5 cxd5 Bd3 h6 Be3 Nf4 Bxf4 Bxf4 Nc3 Bg4 h3 Bh5 g4 Bg6 Qc2 Bxd3 Qxd3 Re8 Qf5 Qd6 Rfe1 g6 Qd3 h5 g5 Nh7 h4 Nf8 Ne2 Ne6 Kg2 Kg7 Nfg1 Qd7 Nh3 Bd6 f4 Qc7 f5 Nf4+ Nexf4 Bxf4 fxg6 fxg6 Qf3 Rf8 Qxd5 Qc2+ Nf2 Bg3 Qxb7+ Kh8 Rf1 Rxf2+ Kxg3 Raf8 Qe4 Qxe4 Rxf2 Rxf2 Kxf2 Qxd4+ Ke2 Qxa1 b6 Qb2+
white,e4 e6 d4 d5 exd5 exd5 Nf3 Bd6 Bd3 Ne7 O-O O-O c4 c6 c5 Bc7 Nc3 Ng6 Bg5 f6 Be3 Bg4 h3 Be6 b4 a6 Qc2 Bf7 a4 Nd7 b5 axb5 axb5 Rc8 b6 Bb8 Ne2 Re8 Nf4 Bxf4 Bxf4 Nxf4 Bxh7+ Kh8 Bf5 g6 g3 gxf5 gxf4 Rg8+ Kh2 Bg6 Rg1 Qf8 Nh4 Qh6 Nxg6+ Rxg6 Qxf5 Rxg1 Rxg1 Rd8 Rg6 Qh7 Rxf6 Qxf5 Rxf5 Rf8 Rh5+ Kg7 Kg3 Nf6 Re5 Ne4+ Kf3 Rf7 Ke3 Kf6 f3 Nc3 f5 Re7 Kf4 Nb5 h4 Nxd4 Rxe7 Kxe7 h5 Kf6 h6 Nxf5 h7 Ne7 h8=Q+
white,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be2 e5 Nb3 Be7 O-O O-O f3 Be6 Be3 b5 a3 Qc7 f4 Nbd7 f5 Bxb3 cxb3 Nc5
draw,e4 c6 d4 d5 exd5 cxd5 Nf3 Nf6 Bd3 Bg4 O-O Nc6 c3 e6 h3 Bxf3 Qxf3 Be7 Bf4 O-O Nd2 Rc8 g4 Bd6 g5 Bxf4 Qxf4 Ne8 Nf3 Nd6 Rae1 Ne7 Ne5 Nef5 Kh1 Kh8 Rg1 f6 gxf6 gxf6 Bxf5 Nxf5 Nf3 Qd7 Nh4 Nxh4 Qxh4 Qf7 Rg3 Rg8 Rge3 Rc6 Rf3 Rg6 Qf4 a6 Re5 Qg7 Re1 Qd7 Qh4 Qg7 Rfe3 b5 a3 h6 Qf4 Kh7 Rg3 Rg5 h4 Rxg3 fxg3 h5 Rxe6 Rxe6 Qf5+ Qg6 Qxe6 Qb1+ Kh2 Qxb2+ Kh3 Kg6 Qg8+ Kf5 Qxd5+ Kg6 Qe4+ Kg7 Qe7+ Kg6 Qe8+ Kg7 Qe7+ Kg6 Qe4+ Kg7 Qb7+ Kg6 Qe4+ Kg7
white,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Bc4 Nf6 Nc3 Qb6 Nxc6 bxc6 O-O g6 b3 Bg7 Bb2 O-O Ne2 Nxe4 Bxg7 Kxg7 Ng3 Nf6 Qe2 e6 Rfe1 Bb7 Rad1 d5 Bd3 a5 Qe5 Qd8 h4 Kg8 h5 Ng4 Qf4 Qh4 f3 Qh2+ Kf1 Nh6 Kf2 Kg7 Rh1
